person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_female,sex_male,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_R,MODELING_GROUP,Bloomberg_Donations_Diff,Citadel_Donations_Diff,Year_2012,Year_2014,Year_2016
53,0.75,0.5,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
53,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
53,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
54,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
54,0.3333333333333333,0.6,0.3333333333333333,0.2,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
54,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
55,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
55,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
55,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
56,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
56,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
56,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
57,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,1000.0,1000.0,1,0,0
57,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,-1000.0,-1000.0,0,1,0
57,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
58,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
58,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
58,0.4,0.7142857142857143,0.8888888888888888,0.75,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
59,0.4,0.8571428571428571,0.8888888888888888,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
59,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
59,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
60,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
60,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
60,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
61,0.0,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
61,0.0,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
61,0.6,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
62,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
62,0.6666666666666666,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
62,0.0,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
63,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
63,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
63,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
64,1.0,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
64,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
64,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
65,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
65,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
65,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
66,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
66,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
66,0.6,0.8571428571428571,0.7777777777777778,1.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
67,0.8,0.42857142857142855,0.4444444444444444,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
67,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
67,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
68,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,-2600.0,-2600.0,0,1,0
68,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
68,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,2600.0,2600.0,1,0,0
69,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
69,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
69,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
70,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
70,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
70,0.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
71,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
71,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
71,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
72,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
72,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
72,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
73,0.5,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
73,0.3333333333333333,0.6,0.3333333333333333,0.2,0.25,1,0,0,0,0,0,0,1,1,0,TESTING,550.0,550.0,0,1,0
73,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,-50.0,-50.0,0,0,1
74,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
74,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
74,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
75,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,1,0,0,0,0,1,TESTING,0.0,0.0,1,0,0
75,1.0,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,1,0,0,0,0,1,TESTING,0.0,0.0,0,1,0
75,0.8,0.5714285714285714,0.7777777777777778,0.75,1.0,0,1,0,0,1,0,0,0,0,1,TESTING,0.0,0.0,0,0,1
76,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,1,0,0
76,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,1,0
76,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,0,1
77,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TESTING,0.0,0.0,1,0,0
77,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TESTING,0.0,0.0,0,1,0
77,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TESTING,0.0,0.0,0,0,1
78,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TRAINING,58.0,58.0,0,0,1
78,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
78,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
79,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
79,0.6666666666666666,1.0,0.6666666666666666,0.6,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
79,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
80,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
80,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
80,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
81,0.75,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
81,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
81,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
82,0.8,0.42857142857142855,0.6666666666666666,0.25,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
82,0.6666666666666666,0.8,0.3333333333333333,0.8,1.0,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
82,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
83,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
83,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
83,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
84,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,0,0,1,0,0,1,0,TRAINING,0.0,0.0,1,0,0
84,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,1,0,0,1,0,TRAINING,0.0,0.0,0,1,0
84,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,1,0,0,1,0,TRAINING,0.0,0.0,0,0,1
85,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
85,0.6666666666666666,1.0,0.3333333333333333,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
85,0.6,0.7142857142857143,0.6666666666666666,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
86,0.6,0.42857142857142855,0.2222222222222222,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
86,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
86,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
87,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
87,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
87,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
88,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
88,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
88,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
89,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
89,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
89,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
90,0.2,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
90,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
90,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
91,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
91,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
91,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
92,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
92,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
92,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
93,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
93,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
93,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
94,0.8,0.7142857142857143,0.7777777777777778,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
94,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
94,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
95,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
95,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
95,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
96,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
96,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
96,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,TRAINING,404.0,404.0,0,0,1
97,0.25,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
97,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
97,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
98,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
98,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
98,0.6666666666666666,1.0,0.6666666666666666,0.8,0.75,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
99,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
99,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1,0,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
99,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
100,0.8,0.42857142857142855,0.4444444444444444,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
100,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
100,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
101,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
101,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
101,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
102,0.8,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
102,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
102,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
103,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
103,0.3333333333333333,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
103,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
104,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
104,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
104,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
105,0.25,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
105,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
105,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
106,0.0,0.8571428571428571,0.6666666666666666,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
106,0.25,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
106,0.3333333333333333,0.2,0.3333333333333333,0.4,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
107,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
107,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
107,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
108,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
108,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
108,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
109,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
