person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_female,sex_male,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_R,MODELING_GROUP,Bloomberg_Donations_Diff,Citadel_Donations_Diff,Year_2012,Year_2014,Year_2016
221,0.0,0.0,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
221,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
221,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
222,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
222,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
222,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
223,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
223,0.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,-500.0,-500.0,1,0,0
223,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
224,0.25,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
224,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
224,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
225,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
225,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
225,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
226,0.4,0.8571428571428571,0.8888888888888888,1.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
226,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
226,0.6666666666666666,0.4,0.0,0.6,0.5,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
227,0.5,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
227,0.6666666666666666,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
227,0.6,0.2857142857142857,0.4444444444444444,0.25,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
228,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
228,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
228,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
229,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
229,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
229,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
230,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
230,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
230,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
231,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
231,0.5,0.6666666666666666,0.3333333333333333,0.5714285714285714,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
231,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
232,0.25,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
232,1.0,0.8,0.3333333333333333,0.4,1.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
232,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
233,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
233,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
233,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
234,0.2,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
234,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
234,0.5,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
235,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
235,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
235,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
236,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
236,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
236,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
237,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
237,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
237,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
238,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
238,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
238,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
239,0.75,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.3333333333333333,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
239,0.6666666666666666,0.8,0.6666666666666666,1.0,0.75,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
239,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
240,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
240,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
240,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
241,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
241,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
241,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
242,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,1,0,0,0,0,1,TESTING,0.0,0.0,0,0,1
242,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,1,0,0,0,0,1,TESTING,0.0,0.0,1,0,0
242,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,1,0,0,0,0,1,TESTING,0.0,0.0,0,1,0
243,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,TESTING,0.0,0.0,0,0,1
243,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,TESTING,0.0,0.0,0,1,0
243,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,TESTING,0.0,0.0,1,0,0
244,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
244,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
244,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
245,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
245,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
245,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
246,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
246,0.5,0.8333333333333334,0.0,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
246,0.6666666666666666,0.6,0.3333333333333333,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
247,0.5,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
247,0.6666666666666666,0.4,0.3333333333333333,0.6,0.5,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
247,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
248,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
248,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
248,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
249,0.75,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
249,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
249,0.8,0.42857142857142855,0.7777777777777778,0.25,0.3333333333333333,0,1,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
250,0.25,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
250,0.3333333333333333,0.6,0.0,0.2,0.0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
250,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
251,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
251,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
251,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
252,0.6,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
252,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
252,0.3333333333333333,0.8,0.3333333333333333,0.4,0.75,0,1,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
253,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
253,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,1,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
253,0.6,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
254,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
254,0.3333333333333333,0.6,0.0,0.2,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
254,0.4,0.42857142857142855,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
255,1.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
255,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
255,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
256,0.4,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
256,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
256,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
257,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
257,0.3333333333333333,0.6,0.0,0.2,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
257,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
258,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
258,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
258,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
259,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,1,0,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
259,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
259,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,1,0,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
260,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
260,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
260,0.5,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
261,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
261,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,751.0,751.0,0,1,0
261,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,-745.0,-745.0,0,0,1
262,0.25,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
262,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
262,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
263,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
263,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
263,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
264,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,1,0,0,0,1,0,0,0,0,1,TRAINING,0.0,0.0,0,0,1
264,0.75,0.3333333333333333,1.0,0.7142857142857143,0.3333333333333333,1,0,0,0,1,0,0,0,0,1,TRAINING,0.0,0.0,1,0,0
264,0.6666666666666666,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,TRAINING,0.0,0.0,0,1,0
265,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
265,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
265,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
266,0.5,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
266,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
266,0.8,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
267,0.0,0.16666666666666666,0.0,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
267,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
267,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
268,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
268,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
268,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
269,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
269,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
269,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
270,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
270,0.3333333333333333,0.6,0.0,0.2,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
270,0.6,0.42857142857142855,0.3333333333333333,0.25,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
271,0.2,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
271,0.3333333333333333,1.0,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
271,0.5,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
272,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
272,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
272,0.4,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
273,0.25,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
273,0.6666666666666666,0.6,0.6666666666666666,0.6,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
273,0.4,0.7142857142857143,0.7777777777777778,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
274,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
274,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
274,0.3333333333333333,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
275,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
275,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
275,0.0,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
276,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,0,1
276,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,1,0,0
276,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,1,0
277,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,TRAINING,0.0,0.0,0,1,0
277,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,TRAINING,0.0,0.0,0,0,1
277,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,TRAINING,0.0,0.0,1,0,0
