person,Year,party_short,ethnicity,sex,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,Bloomberg_Donations,Citadel_Donations,Bloomberg_donations_lagMinus1,Citadel_donations_lagMinus1
53,2014,D,white,male,0.0,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
53,2016,D,white,male,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
53,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
54,2012,D,white,male,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
54,2014,D,white,male,0.3333333333333333,0.6,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.0
54,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
54,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
55,2012,D,white,male,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
55,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
55,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
56,2012,D,white,female,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
56,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
56,2016,D,white,female,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,D,white,female,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
57,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
57,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0
57,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
58,2014,R,white,male,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
58,2016,R,white,male,0.4,0.7142857142857143,0.8888888888888888,0.75,1.0,0.0,0.0,0.0,0.0
58,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.0,0.0,0.0,,
59,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
59,2014,R,white,male,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
59,2016,R,white,male,0.4,0.8571428571428571,0.8888888888888888,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
59,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
60,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
60,2014,R,white,male,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
60,2016,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
61,2012,R,white,male,0.0,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
61,2014,R,white,male,0.0,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
61,2016,R,white,male,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
62,2012,R,white,male,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2014,R,white,male,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2016,R,white,male,0.0,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
62,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
63,2012,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2014,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2016,R,white,male,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
63,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
64,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
64,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
64,2016,R,white,male,1.0,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
64,2018,R,white,male,0.0,0.25,0.0,1.0,0.3333333333333333,0.0,0.0,,
65,2012,D,white,female,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
65,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
65,2016,D,white,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
65,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
66,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
66,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
66,2016,R,white,male,0.6,0.8571428571428571,0.7777777777777778,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
66,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
67,2012,D,black,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
67,2014,D,black,male,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
67,2016,D,black,male,0.8,0.42857142857142855,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
67,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
68,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,2600.0
68,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,2600.0,2600.0,0.0,0.0
68,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
69,2012,D,white,female,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
69,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
69,2016,D,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2018,D,white,female,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
70,2012,D,white,female,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
70,2014,D,white,female,0.0,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
70,2016,D,white,female,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2018,D,white,female,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,
71,2012,D,white,female,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2014,D,white,female,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2016,D,white,female,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
71,2018,D,white,female,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,
72,2012,D,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2014,D,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2016,D,white,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
73,2012,D,white,female,0.5,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,0.0
73,2014,D,white,female,0.3333333333333333,0.6,0.3333333333333333,0.2,0.25,0.0,0.0,550.0,550.0
73,2016,D,white,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,550.0,550.0,500.0,500.0
73,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,500.0,500.0,,
74,2012,D,black,female,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
74,2014,D,black,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
74,2016,D,black,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
74,2018,D,black,female,0.5,0.75,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
75,2012,R,hispanic,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
75,2014,R,hispanic,male,1.0,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
75,2016,R,hispanic,male,0.8,0.5714285714285714,0.7777777777777778,0.75,1.0,0.0,0.0,0.0,0.0
75,2018,R,hispanic,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
76,2012,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2014,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2016,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2018,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
77,2012,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2014,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2016,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2018,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
78,2012,D,black,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
78,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
78,2016,D,black,male,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,58.0,58.0
78,2018,D,black,male,0.5,0.0,1.0,1.0,1.0,58.0,58.0,,
79,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
79,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.6,1.0,0.0,0.0,0.0,0.0
79,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
79,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
80,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
80,2014,R,white,male,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
80,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
80,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
81,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
81,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
81,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
81,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
82,2012,D,black,male,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
82,2014,D,black,male,0.6666666666666666,0.8,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.0
82,2016,D,black,male,0.8,0.42857142857142855,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
82,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
83,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
83,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
83,2016,R,white,male,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0
83,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
84,2012,D,islander,female,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
84,2014,D,islander,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
84,2016,D,islander,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
84,2018,D,islander,female,1.0,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,,
85,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
85,2014,R,white,male,0.6666666666666666,1.0,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.0
85,2016,R,white,male,0.6,0.7142857142857143,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
85,2018,R,white,male,0.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
86,2012,D,black,male,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
86,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,0.0,0.0,0.0,0.0
86,2016,D,black,male,0.6,0.42857142857142855,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
86,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
87,2012,D,black,female,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
87,2014,D,black,female,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
87,2016,D,black,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
87,2018,D,black,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
88,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
89,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
90,2012,D,black,male,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
90,2014,D,black,male,0.0,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
90,2016,D,black,male,0.2,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
90,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
91,2012,D,white,female,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
91,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
91,2016,D,white,female,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
91,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
92,2012,D,white,male,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
92,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0
92,2016,D,white,male,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
92,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
93,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
93,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
93,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
93,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
94,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
94,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
94,2016,R,white,male,0.8,0.7142857142857143,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0
94,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
95,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
95,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
95,2016,R,white,male,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
95,2018,R,white,male,0.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
96,2012,D,white,female,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
96,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
96,2016,D,white,female,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,404.0,404.0
96,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,404.0,404.0,,
97,2012,D,white,male,0.25,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
97,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
97,2016,D,white,male,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
97,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
98,2012,R,white,female,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
98,2014,R,white,female,0.6666666666666666,1.0,0.6666666666666666,0.8,0.75,0.0,0.0,0.0,0.0
98,2016,R,white,female,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
98,2018,R,white,female,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
99,2012,R,white,female,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
99,2014,R,white,female,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
99,2016,R,white,female,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
99,2018,R,white,female,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
100,2012,D,black,male,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
100,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
100,2016,D,black,male,0.8,0.42857142857142855,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
100,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
101,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
101,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
101,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
101,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
102,2012,D,white,male,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
102,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
102,2016,D,white,male,0.8,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
102,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
103,2012,R,white,male,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
103,2014,R,white,male,0.3333333333333333,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
103,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
103,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
104,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
104,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
104,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
104,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
105,2012,D,white,male,0.25,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
105,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,0.0,0.0,0.0,0.0
105,2016,D,white,male,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
105,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
106,2012,R,white,male,0.25,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
106,2014,R,white,male,0.3333333333333333,0.2,0.3333333333333333,0.4,0.75,0.0,0.0,0.0,0.0
106,2016,R,white,male,0.0,0.8571428571428571,0.6666666666666666,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
106,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,,
107,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
108,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
109,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
109,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
