person,Year,party_short,ethnicity,sex,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,Bloomberg_Donations,Citadel_Donations,Bloomberg_donations_lagMinus1,Citadel_donations_lagMinus1
109,2016,R,white,male,0.8,0.7142857142857143,0.5555555555555556,0.75,0.6666666666666666,0.0,0.0,1000.0,1000.0
109,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1000.0,1000.0,,
110,2012,D,black,male,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.0,0.0,0.0,0.0
110,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
110,2016,D,black,male,0.6,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
110,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
111,2012,D,white,female,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
111,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
111,2016,D,white,female,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
111,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
112,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
113,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
114,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.0,0.0,0.0,0.0
114,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
114,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
114,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
115,2012,D,white,male,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
115,2014,D,white,male,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
115,2016,D,white,male,0.6,0.2857142857142857,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
115,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
116,2012,D,black,male,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
116,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
116,2016,D,black,male,0.4,0.14285714285714285,0.3333333333333333,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
116,2018,D,black,male,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
117,2012,D,black,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
117,2014,D,black,male,0.0,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
117,2016,D,black,male,0.0,0.14285714285714285,0.3333333333333333,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
117,2018,D,black,male,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
118,2012,D,white,male,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
118,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
118,2016,D,white,male,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
118,2018,D,white,male,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
119,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
120,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
120,2014,D,white,male,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
120,2016,D,white,male,0.6,0.42857142857142855,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0
120,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
121,2012,D,white,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
121,2016,D,white,female,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
121,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
122,2012,D,white,male,0.25,0.5,0.3333333333333333,0.5714285714285714,1.0,0.0,0.0,0.0,0.0
122,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
122,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
122,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
123,2012,D,white,male,0.25,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
123,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
123,2016,D,white,male,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
123,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
124,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
124,2014,R,white,male,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
124,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
124,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
125,2012,R,white,male,0.25,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
125,2014,R,white,male,0.3333333333333333,0.2,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
125,2016,R,white,male,0.2,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
125,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
126,2012,R,white,male,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
126,2014,R,white,male,0.0,0.2,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
126,2016,R,white,male,0.0,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
126,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
127,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
128,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
128,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
128,2016,R,white,male,0.8,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0
128,2018,R,white,male,0.0,0.5,1.0,1.0,1.0,0.0,0.0,,
129,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
129,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
129,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
129,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
130,2012,D,white,female,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
130,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
130,2016,D,white,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
130,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
131,2012,D,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
131,2014,D,white,male,0.6666666666666666,1.0,0.3333333333333333,0.6,1.0,0.0,0.0,0.0,0.0
131,2016,D,white,male,0.6,0.7142857142857143,0.8888888888888888,0.25,0.6666666666666666,0.0,0.0,0.0,0.0
131,2018,D,white,male,1.0,0.75,1.0,1.0,1.0,0.0,0.0,,
132,2012,D,black,male,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
132,2014,D,black,male,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
132,2016,D,black,male,0.6,0.42857142857142855,0.2222222222222222,0.25,0.0,0.0,0.0,25.0,25.0
132,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,25.0,25.0,,
133,2012,R,white,male,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
133,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
133,2016,R,white,male,0.6,0.5714285714285714,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
133,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
134,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
135,2012,R,white,female,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
135,2014,R,white,female,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
135,2016,R,white,female,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
135,2018,R,white,female,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
136,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
136,2014,R,white,male,0.3333333333333333,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0
136,2016,R,white,male,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0
136,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
137,2012,R,white,female,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
137,2014,R,white,female,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
137,2016,R,white,female,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
137,2018,R,white,female,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
138,2012,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2014,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2016,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2018,0,black,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
139,2012,R,white,male,0.75,0.8333333333333334,0.3333333333333333,0.7142857142857143,1.0,0.0,0.0,0.0,0.0
139,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
139,2016,R,white,male,0.6,0.7142857142857143,0.8888888888888888,0.75,1.0,0.0,0.0,0.0,0.0
139,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
140,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
141,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
141,2014,R,white,male,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
141,2016,R,white,male,0.6,0.7142857142857143,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0
141,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
142,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
142,2014,R,white,male,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
142,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
142,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
143,2012,R,white,male,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
143,2014,R,white,male,0.6666666666666666,0.6,0.0,0.6,0.75,0.0,0.0,0.0,0.0
143,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
143,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
144,2012,D,white,female,0.25,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
144,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
144,2016,D,white,female,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
144,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
145,2012,R,white,male,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
145,2014,R,white,male,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
145,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
145,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
146,2012,D,white,female,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,1000.0,1000.0
146,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,1000.0,1000.0,0.0,0.0
146,2016,D,white,female,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,396.0,396.0
146,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,396.0,396.0,,
147,2012,D,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.75,0.0,0.0,0.0,0.0
147,2016,D,white,male,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
147,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
148,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
149,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
149,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
149,2016,D,white,male,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,25.0,25.0
149,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,25.0,25.0,,
150,2012,D,hispanic,male,0.0,0.5,0.0,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
150,2014,D,hispanic,male,0.3333333333333333,0.8,0.6666666666666666,0.6,0.75,0.0,0.0,0.0,0.0
150,2016,D,hispanic,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
150,2018,D,hispanic,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
151,2012,D,white,male,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
151,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
151,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
151,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
152,2012,D,black,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
152,2014,D,black,male,0.3333333333333333,0.6,0.6666666666666666,0.4,0.25,0.0,0.0,0.0,0.0
152,2016,D,black,male,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
152,2018,D,black,male,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
153,2012,0,hispanic,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2014,0,hispanic,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2016,0,hispanic,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2018,0,hispanic,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
154,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
154,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
154,2016,R,white,male,0.8,0.2857142857142857,1.0,0.75,1.0,0.0,0.0,0.0,0.0
154,2018,R,white,male,0.5,0.75,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
155,2012,D,black,male,0.5,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
155,2014,D,black,male,0.6666666666666666,0.6,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
155,2016,D,black,male,1.0,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
155,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
156,2012,D,asian,female,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,500.0,500.0,0.0,0.0
156,2014,D,asian,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
156,2016,D,asian,female,0.8,0.14285714285714285,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
156,2018,D,asian,female,1.0,0.75,1.0,1.0,1.0,0.0,0.0,,
157,2012,D,hispanic,female,0.0,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
157,2014,D,hispanic,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
157,2016,D,hispanic,female,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
157,2018,D,hispanic,female,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
158,2012,D,black,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,2000.0,2000.0,0.0,0.0
158,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
158,2016,D,black,male,0.8,0.2857142857142857,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
158,2018,D,black,male,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,,
159,2012,D,black,female,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
159,2014,D,black,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
159,2016,D,black,female,0.6,0.2857142857142857,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
159,2018,D,black,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
160,2012,D,white,male,0.25,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.0,0.0,1000.0,1000.0
160,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1000.0,1000.0,2000.0,2000.0
160,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,2000.0,2000.0,1000.0,1000.0
160,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,,
161,2012,D,white,female,0.25,0.5,0.0,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
161,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,500.0,500.0
161,2016,D,white,female,0.6,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,500.0,500.0,1334.0,1334.0
161,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,1334.0,1334.0,,
162,2012,D,hispanic,male,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
162,2014,D,hispanic,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
162,2016,D,hispanic,male,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
162,2018,D,hispanic,male,0.5,0.5,1.0,1.0,1.0,0.0,0.0,,
163,2012,D,white,male,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
163,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
163,2016,D,white,male,0.4,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
163,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
164,2012,D,white,female,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,5000.0,5000.0,2600.0,2600.0
164,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,2600.0,2600.0,10800.0,10800.0
164,2016,D,white,female,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,10800.0,10800.0,18100.0,18100.0
164,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,18100.0,18100.0,,
165,2012,D,white,male,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,750.0,750.0,2000.0,2000.0
